,Washington,Florida,Kentucky,Kansas,North Dakota,New York,Massachusetts,Arizona,Nevada,Pennsylvania,Mississippi,Northern Mariana Islands,Georgia,Texas,Michigan,Arkansas,South Carolina,Maine,New Hampshire,West Virginia,Wisconsin,Vermont,Virginia,Rhode Island,Oklahoma,Montana,New Mexico,Hawaii,Oregon,Colorado,Utah,Connecticut,Louisiana,New Jersey,Wyoming,Ohio,Guam,Nebraska,Minnesota,Illinois,North Carolina,Virgin Islands,Indiana,Maryland,Alaska,Delaware,Idaho,Missouri,District of Columbia,South Dakota,Tennessee,Iowa,Alabama,Puerto Rico,California,date
120,1045,2095,381,197,49,28540,6066,747,378,4794,570,2,1672,1443,5060,107,407,73,190,69,481,54,1074,538,299,16,283,17,144,1299,90,3529,2608,10747,11,1781,6,141,786,4547,721,6,1864,2123,8,310,77,643,407,46,309,400,522,0,3514,2020-05-20
121,1054,2143,393,199,51,28663,6148,763,381,4887,580,2,1749,1480,5129,110,416,73,199,71,487,54,1099,556,304,16,294,17,145,1310,92,3582,2629,10843,12,1836,6,148,818,4634,734,6,1913,2159,8,317,77,670,412,47,313,414,529,0,3624,2020-05-21
122,1061,2189,398,200,52,28802,6228,775,387,5032,596,2,1779,1498,5158,113,419,75,204,72,496,54,1136,579,307,16,302,17,147,1324,93,3637,2669,10985,12,1872,6,149,851,4740,754,6,1941,2207,8,322,79,680,418,50,315,441,541,0,3690,2020-05-22
123,1062,2232,399,200,52,28900,6304,799,392,5121,616,2,1794,1522,5223,115,425,77,208,72,507,54,1159,597,311,16,308,17,147,1327,97,3675,2683,11081,12,1956,6,150,861,4817,763,6,1964,2243,8,324,79,685,427,50,325,446,549,0,3768,2020-05-23
124,1069,2236,399,200,53,29046,6372,800,394,5145,625,2,1799,1533,5228,116,435,78,209,72,510,54,1171,608,311,16,317,17,148,1332,97,3693,2690,11133,12,1969,6,153,878,4884,771,6,1976,2277,8,326,79,689,432,50,332,456,551,0,3790,2020-05-24
125,1076,2251,403,201,54,29138,6416,806,396,5159,635,2,1820,1536,5240,117,440,78,210,73,514,54,1208,608,313,16,320,17,148,1333,98,3742,2690,11144,12,1987,6,155,890,4912,780,6,1984,2302,8,332,79,694,440,50,334,460,566,0,3808,2020-05-25
126,1091,2258,407,204,54,29241,6473,807,396,5175,652,2,1867,1552,5266,119,446,79,214,74,517,54,1236,634,318,17,325,17,148,1352,101,3769,2701,11191,13,2002,6,160,908,4960,789,6,2004,2333,8,335,81,698,440,50,339,480,580,0,3859,2020-05-26
127,1106,2318,420,207,59,29339,6547,831,402,5290,670,2,1904,1598,5334,120,466,81,223,74,539,54,1281,655,322,17,329,17,148,1393,105,3803,2722,11339,14,2044,6,168,942,5118,827,6,2030,2392,8,344,82,705,445,54,353,496,583,0,3961,2020-05-27
128,1116,2363,424,209,60,29438,6640,857,410,5397,693,2,1942,1618,5372,125,470,84,232,74,550,55,1338,677,326,17,335,17,151,1422,106,3826,2740,11401,15,2098,6,170,977,5225,859,6,2068,2428,8,345,82,715,453,54,352,510,591,0,4042,2020-05-28
129,1120,2412,434,209,62,29535,6718,885,415,5467,710,2,1953,1645,5406,132,483,85,238,74,569,55,1358,693,329,17,344,17,151,1437,107,3868,2766,11531,15,2131,6,177,1006,5308,888,6,2110,2466,8,356,82,740,460,59,356,525,610,0,4144,2020-05-29
130,1126,2446,441,209,63,29612,6768,903,417,5537,723,2,1973,1676,5463,133,487,89,242,75,588,55,1370,711,334,17,351,17,153,1443,112,3912,2785,11634,16,2149,6,177,1036,5368,903,6,2125,2509,8,361,82,782,462,62,360,531,618,0,4214,2020-05-30
131,1126,2450,441,211,64,29699,6846,906,419,5555,734,2,2019,1683,5491,133,494,89,245,75,594,55,1375,718,334,17,356,17,153,1445,113,3944,2791,11698,16,2155,6,178,1050,5426,911,6,2134,2532,8,366,82,784,466,62,360,537,630,0,4242,2020-05-31
132,1133,2459,445,217,64,29766,7035,918,420,5574,739,2,2057,1695,5525,133,500,89,245,76,597,55,1392,720,334,17,362,17,154,1458,113,3964,2801,11721,17,2206,6,183,1060,5458,923,6,2142,2552,8,368,83,786,468,62,361,558,646,0,4287,2020-06-01
133,1139,2529,451,227,68,29847,7085,943,420,5670,767,2,2070,1732,5562,136,501,94,256,78,610,55,1407,732,339,17,367,17,157,1474,113,3972,2835,11770,17,2258,6,187,1082,5567,950,6,2197,2597,8,373,83,797,470,62,378,564,653,0,4360,2020-06-02
134,1145,2565,458,227,69,29918,7152,983,429,5742,782,2,2092,1766,5579,142,518,95,265,78,618,55,1428,742,341,17,375,17,159,1494,117,3989,2870,11880,17,2299,6,189,1097,5665,971,6,2207,2641,8,375,83,801,473,62,386,574,653,0,4422,2020-06-03
135,1150,2606,469,230,69,30011,7201,1000,429,5862,794,2,2116,1793,5604,151,525,95,273,79,627,55,1445,756,344,17,383,17,159,1512,117,4007,2883,11970,17,2339,6,193,1126,5772,993,6,2231,2668,8,386,83,806,475,64,401,590,653,0,4484,2020-06-04
136,1160,2659,476,233,74,30066,7235,1016,436,5952,803,2,2143,1821,5854,152,538,98,278,84,634,55,1453,772,345,18,387,17,161,1524,120,4038,2912,12049,17,2355,6,193,1159,5834,1001,6,2258,2702,8,388,83,816,479,65,405,597,676,0,4550,2020-06-05
137,1163,2687,480,234,75,30123,7289,1046,437,5986,811,2,2147,1840,5894,154,545,98,283,84,646,55,1460,772,347,18,392,17,163,1527,121,4055,2925,12106,17,2370,6,196,1181,5898,1020,6,2292,2740,8,390,83,823,483,65,413,602,689,0,4626,2020-06-06
138,1163,2699,481,234,75,30183,7316,1048,438,5997,817,2,2148,1846,5898,154,546,99,286,84,648,55,1472,772,348,18,396,17,164,1527,121,4071,2936,12176,17,2377,6,196,1197,5939,1024,6,2303,2749,8,398,83,823,489,65,414,606,692,0,4653,2020-06-07
139,1168,2711,487,237,75,30239,7353,1052,442,6007,837,2,2176,1856,5916,155,557,99,286,84,650,55,1477,799,348,18,400,17,164,1543,124,4084,2944,12214,17,2404,6,196,1208,6142,1041,6,2316,2776,8,398,83,832,491,65,417,623,718,0,4679,2020-06-08
